#1  	
double TGround(8760,2)  	
6408000	270.95
6411600	270.95
6415200	270.95
6418800	270.95
6422400	270.95
6426000	271.45
6429600	272.05
6433200	273.75
6436800	274.25
6440400	274.85
6444000	275.95
6447600	275.95
6451200	275.95
6454800	276.45
6458400	275.35
6462000	273.75
6465600	272.55
6469200	272.05
6472800	271.45
6476400	270.35
6480000	270.35
6483600	270.35
6487200	269.85
6490800	268.75
6494400	267.55
6498000	268.75
6501600	267.05
6505200	269.25
6508800	274.85
6512400	280.35
6516000	282.55
6519600	283.75
6523200	284.85
6526800	286.45
6530400	286.45
6534000	286.45
6537600	286.45
6541200	285.35
6544800	283.15
6548400	281.45
6552000	280.35
6555600	278.75
6559200	276.45
6562800	274.85
6566400	274.25
6570000	272.05
6573600	272.05
6577200	270.95
6580800	272.05
6584400	271.45
6588000	271.45
6591600	273.75
6595200	279.85
6598800	285.35
6602400	286.45
6606000	287.55
6609600	289.25
6613200	290.35
6616800	290.35
6620400	289.25
6624000	288.15
6627600	287.55
6631200	285.95
6634800	282.05
6638400	279.85
6642000	278.75
6645600	278.75
6649200	277.55
6652800	277.55
6656400	278.15
6660000	278.75
6663600	278.15
6667200	277.55
6670800	275.95
6674400	274.85
6678000	273.75
6681600	276.45
6685200	279.85
6688800	283.15
6692400	284.85
6696000	286.45
6699600	287.55
6703200	288.15
6706800	288.75
6710400	287.55
6714000	284.85
6717600	284.85
6721200	282.55
6724800	282.05
6728400	282.05
6732000	282.05
6735600	282.05
6739200	280.95
6742800	282.05
6746400	282.55
6750000	282.05
6753600	282.05
6757200	282.05
6760800	281.45
6764400	281.45
6768000	282.05
6771600	284.25
6775200	284.25
6778800	286.45
6782400	286.45
6786000	287.55
6789600	287.55
6793200	287.05
6796800	287.05
6800400	285.35
6804000	284.25
6807600	282.05
6811200	280.95
6814800	279.25
6818400	278.75
6822000	276.45
6825600	275.95
6829200	273.75
6832800	272.55
6836400	272.05
6840000	272.05
6843600	273.15
6847200	273.15
6850800	273.15
6854400	278.15
6858000	280.95
6861600	283.15
6865200	284.85
6868800	285.35
6872400	287.05
6876000	285.35
6879600	284.85
6883200	283.75
6886800	283.15
6890400	282.55
6894000	282.05
6897600	280.35
6901200	279.25
6904800	278.75
6908400	277.05
6912000	275.35
6915600	275.95
6919200	275.95
6922800	275.95
6926400	273.75
6930000	273.75
6933600	274.85
6937200	275.35
6940800	277.05
6944400	278.75
6948000	279.85
6951600	282.55
6955200	282.05
6958800	283.15
6962400	284.85
6966000	283.75
6969600	283.15
6973200	282.55
6976800	281.45
6980400	280.35
6984000	279.85
6987600	279.85
6991200	279.25
6994800	278.75
6998400	278.75
7002000	278.75
7005600	278.15
7009200	277.55
7012800	275.95
7016400	274.85
7020000	274.25
7023600	274.85
7027200	278.75
7030800	282.05
7034400	283.15
7038000	284.85
7041600	285.95
7045200	287.55
7048800	288.15
7052400	287.55
7056000	288.75
7059600	287.55
7063200	285.95
7066800	284.85
7070400	283.75
7074000	281.45
7077600	280.35
7081200	278.15
7084800	274.85
7088400	275.35
7092000	275.35
7095600	273.75
7099200	275.95
7102800	274.85
7106400	274.25
7110000	275.35
7113600	282.05
7117200	285.95
7120800	288.15
7124400	290.95
7128000	292.05
7131600	293.15
7135200	293.75
7138800	293.75
7142400	293.75
7146000	292.05
7149600	291.45
7153200	289.25
7156800	285.95
7160400	284.85
7164000	283.75
7167600	282.55
7171200	282.05
7174800	280.35
7178400	279.85
7182000	279.25
7185600	278.75
7189200	279.25
7192800	277.05
7196400	277.55
7200000	283.75
7203600	284.85
7207200	288.15
7210800	291.45
7214400	293.15
7218000	294.25
7221600	293.15
7225200	294.25
7228800	293.15
7232400	292.05
7236000	290.35
7239600	288.75
7243200	285.95
7246800	285.35
7250400	283.75
7254000	283.75
7257600	279.85
7261200	281.45
7264800	283.75
7268400	283.15
7272000	282.55
7275600	282.05
7279200	280.95
7282800	281.45
7286400	283.75
7290000	285.95
7293600	287.55
7297200	288.15
7300800	289.25
7304400	289.85
7308000	290.35
7311600	290.35
7315200	286.45
7318800	285.95
7322400	283.75
7326000	282.55
7329600	281.45
7333200	281.45
7336800	277.05
7340400	273.75
7344000	273.75
7347600	273.75
7351200	273.15
7354800	273.15
7358400	273.75
7362000	273.15
7365600	272.55
7369200	272.55
7372800	273.15
7376400	274.25
7380000	277.05
7383600	282.05
7387200	282.05
7390800	283.15
7394400	282.05
7398000	284.25
7401600	282.55
7405200	282.05
7408800	282.05
7412400	279.85
7416000	278.75
7419600	277.05
7423200	275.35
7426800	276.45
7430400	275.35
7434000	273.75
7437600	272.55
7441200	272.05
7444800	272.05
7448400	272.05
7452000	270.95
7455600	272.55
7459200	275.95
7462800	279.25
7466400	280.95
7470000	281.45
7473600	282.05
7477200	283.15
7480800	282.55
7484400	283.75
7488000	283.75
7491600	283.15
7495200	282.05
7498800	279.85
7502400	278.75
7506000	280.35
7509600	277.55
7513200	276.45
7516800	274.25
7520400	274.25
7524000	273.75
7527600	274.25
7531200	274.25
7534800	274.85
7538400	275.95
7542000	275.95
7545600	277.05
7549200	278.75
7552800	279.25
7556400	277.55
7560000	277.55
7563600	274.25
7567200	273.75
7570800	275.35
7574400	276.45
7578000	275.35
7581600	273.15
7585200	272.55
7588800	272.05
7592400	271.45
7596000	270.35
7599600	270.35
7603200	270.35
7606800	270.35
7610400	270.95
7614000	270.35
7617600	269.85
7621200	269.25
7624800	268.75
7628400	270.35
7632000	272.55
7635600	274.85
7639200	277.55
7642800	280.95
7646400	282.55
7650000	284.25
7653600	284.85
7657200	285.35
7660800	284.25
7664400	284.25
7668000	283.15
7671600	281.45
7675200	279.25
7678800	277.55
7682400	276.45
7686000	275.95
7689600	274.25
7693200	273.75
7696800	273.75
7700400	274.25
7704000	274.25
7707600	273.75
7711200	273.75
7714800	276.45
7718400	280.35
7722000	283.75
7725600	286.45
7729200	288.75
7732800	289.85
7736400	290.95
7740000	291.45
7743600	292.55
7747200	292.55
7750800	291.45
7754400	289.85
7758000	287.55
7761600	285.35
7765200	283.75
7768800	282.35
7772400	280.85
7776000	279.45
7779600	278.05
7783200	276.65
7786800	275.15
7790400	273.75
7794000	273.15
7797600	273.75
7801200	275.15
7804800	274.25
7808400	274.85
7812000	274.85
7815600	274.85
7819200	275.35
7822800	275.35
7826400	275.95
7830000	275.95
7833600	275.95
7837200	274.85
7840800	273.75
7844400	272.55
7848000	272.05
7851600	271.45
7855200	270.35
7858800	269.85
7862400	269.25
7866000	269.15
7869600	269.15
7873200	268.75
7876800	268.15
7880400	268.15
7884000	267.55
7887600	267.15
7891200	268.15
7894800	268.75
7898400	269.25
7902000	269.25
7905600	269.85
7909200	269.85
7912800	269.85
7916400	269.25
7920000	268.75
7923600	268.75
7927200	268.15
7930800	267.55
7934400	267.15
7938000	267.05
7941600	266.45
7945200	266.45
7948800	267.05
7952400	267.05
7956000	267.05
7959600	264.25
7963200	266.15
7966800	266.45
7970400	266.45
7974000	267.55
7977600	268.15
7981200	269.25
7984800	269.85
7988400	269.85
7992000	270.95
7995600	273.15
7999200	276.45
8002800	276.45
8006400	276.45
8010000	275.35
8013600	275.35
8017200	272.55
8020800	270.95
8024400	269.85
8028000	269.25
8031600	269.25
8035200	269.25
8038800	270.95
8042400	270.55
8046000	270.35
8049600	271.45
8053200	270.35
8056800	268.15
8060400	272.05
8064000	273.15
8067600	274.85
8071200	277.05
8074800	280.35
8078400	281.45
8082000	282.55
8085600	283.75
8089200	283.75
8092800	282.05
8096400	279.25
8100000	277.05
8103600	275.35
8107200	274.25
8110800	274.25
8114400	273.75
8118000	274.85
8121600	274.25
8125200	273.75
8128800	273.15
8132400	273.15
8136000	273.15
8139600	273.15
8143200	273.15
8146800	273.15
8150400	273.15
8154000	275.95
8157600	278.75
8161200	280.35
8164800	281.45
8168400	283.75
8172000	283.75
8175600	284.25
8179200	284.25
8182800	284.25
8186400	282.05
8190000	278.15
8193600	277.05
8197200	274.85
8200800	274.25
8204400	273.75
8208000	273.75
8211600	275.95
8215200	275.35
8218800	275.35
8222400	274.25
8226000	273.75
8229600	273.15
8233200	274.85
8236800	277.55
8240400	280.35
8244000	283.15
8247600	285.95
8251200	287.55
8254800	289.85
8258400	292.05
8262000	292.55
8265600	292.55
8269200	292.05
8272800	290.35
8276400	285.95
8280000	285.35
8283600	284.85
8287200	283.15
8290800	282.05
8294400	281.45
8298000	280.35
8301600	279.25
8305200	280.95
8308800	279.85
8312400	277.05
8316000	276.45
8319600	279.85
8323200	285.35
8326800	287.05
8330400	288.75
8334000	291.45
8337600	292.55
8341200	294.25
8344800	294.85
8348400	294.85
8352000	293.15
8355600	292.55
8359200	289.85
8362800	287.05
8366400	285.95
8370000	284.85
8373600	283.15
8377200	281.45
8380800	282.05
8384400	285.15
8388000	281.45
8391600	281.45
8395200	280.35
8398800	280.35
8402400	279.85
8406000	280.35
8409600	281.45
8413200	283.15
8416800	286.45
8420400	288.75
8424000	289.25
8427600	290.35
8431200	290.95
8434800	289.85
8438400	289.25
8442000	288.75
8445600	287.55
8449200	282.55
8452800	278.75
8456400	275.95
8460000	274.85
8463600	274.85
8467200	274.85
8470800	274.25
8474400	271.45
8478000	273.75
8481600	273.15
8485200	274.85
8488800	274.25
8492400	278.75
8496000	282.55
8499600	285.35
8503200	287.05
8506800	288.75
8510400	289.85
8514000	288.75
8517600	288.75
8521200	288.15
8524800	285.35
8528400	284.25
8532000	282.05
8535600	279.85
8539200	278.75
8542800	274.85
8546400	276.45
8550000	277.55
8553600	276.45
8557200	276.45
8560800	276.45
8564400	275.95
8568000	275.95
8571600	275.95
8575200	275.35
8578800	277.55
8582400	278.15
8586000	279.85
8589600	281.45
8593200	282.05
8596800	283.75
8600400	283.75
8604000	284.25
8607600	283.75
8611200	283.75
8614800	282.55
8618400	280.95
8622000	277.55
8625600	275.35
8629200	273.75
8632800	271.45
8636400	269.25
8640000	270.95
8643600	268.75
8647200	268.75
8650800	265.95
8654400	265.35
8658000	264.85
8661600	266.45
8665200	273.15
8668800	277.05
8672400	279.25
8676000	281.45
8679600	283.75
8683200	285.35
8686800	286.45
8690400	288.75
8694000	288.15
8697600	288.75
8701200	287.05
8704800	284.85
8708400	280.95
8712000	281.45
8715600	279.25
8719200	280.35
8722800	274.85
8726400	273.75
8730000	272.55
8733600	275.95
8737200	275.95
8740800	274.25
8744400	274.25
8748000	273.75
8751600	278.15
8755200	280.95
8758800	283.15
8762400	285.35
8766000	288.75
8769600	291.45
8773200	293.15
8776800	293.75
8780400	293.75
8784000	292.55
8787600	292.05
8791200	289.85
8794800	286.45
8798400	285.95
8802000	283.75
8805600	282.05
8809200	279.85
8812800	279.85
8816400	278.15
8820000	279.25
8823600	277.05
8827200	276.45
8830800	277.05
8834400	277.05
8838000	280.35
8841600	283.75
8845200	285.35
8848800	288.15
8852400	289.85
8856000	290.95
8859600	291.45
8863200	288.75
8866800	285.35
8870400	287.05
8874000	288.75
8877600	287.05
8881200	283.15
8884800	280.35
8888400	282.55
8892000	281.45
8895600	280.95
8899200	280.35
8902800	280.35
8906400	280.35
8910000	279.25
8913600	279.15
8917200	278.15
8920800	275.95
8924400	273.75
8928000	273.15
8931600	273.15
8935200	273.15
8938800	273.15
8942400	275.15
8946000	276.45
8949600	276.45
8953200	275.95
8956800	277.05
8960400	275.95
8964000	275.35
8967600	274.85
8971200	274.85
8974800	274.25
8978400	272.55
8982000	272.05
8985600	272.15
8989200	270.35
8992800	270.35
8996400	269.25
9000000	269.15
9003600	267.55
9007200	268.75
9010800	268.75
9014400	269.85
9018000	270.95
9021600	272.05
9025200	273.15
9028800	274.25
9032400	274.85
9036000	274.15
9039600	274.85
9043200	274.85
9046800	274.25
9050400	273.75
9054000	272.05
9057600	272.05
9061200	271.45
9064800	269.85
9068400	269.85
9072000	270.35
9075600	269.85
9079200	270.35
9082800	268.75
9086400	268.75
9090000	268.15
9093600	268.15
9097200	270.35
9100800	272.55
9104400	273.75
9108000	274.15
9111600	274.85
9115200	272.55
9118800	273.75
9122400	271.45
9126000	270.95
9129600	271.15
9133200	272.05
9136800	272.05
9140400	270.95
9144000	271.45
9147600	270.95
9151200	270.35
9154800	269.25
9158400	267.55
9162000	266.45
9165600	266.45
9169200	267.05
9172800	266.45
9176400	265.95
9180000	265.95
9183600	267.55
9187200	270.35
9190800	272.55
9194400	275.35
9198000	276.45
9201600	278.75
9205200	280.35
9208800	282.55
9212400	283.75
9216000	284.85
9219600	285.35
9223200	284.25
9226800	280.95
9230400	279.25
9234000	278.15
9237600	278.15
9241200	278.75
9244800	278.75
9248400	278.15
9252000	278.75
9255600	278.15
9259200	277.55
9262800	277.05
9266400	278.15
9270000	284.85
9273600	287.55
9277200	289.25
9280800	290.35
9284400	291.45
9288000	292.05
9291600	292.55
9295200	292.55
9298800	292.55
9302400	293.15
9306000	290.95
9309600	290.15
9313200	289.25
9316800	285.35
9320400	284.85
9324000	283.75
9327600	282.05
9331200	282.05
9334800	280.95
9338400	280.35
9342000	280.35
9345600	279.85
9349200	280.35
9352800	281.45
9356400	283.75
9360000	288.15
9363600	291.45
9367200	292.05
9370800	292.55
9374400	294.25
9378000	294.25
9381600	295.95
9385200	294.85
9388800	295.35
9392400	294.25
9396000	291.45
9399600	289.85
9403200	289.25
9406800	287.05
9410400	284.85
9414000	284.25
9417600	282.55
9421200	283.75
9424800	281.45
9428400	280.35
9432000	281.45
9435600	282.05
9439200	281.45
9442800	284.25
9446400	287.05
9450000	289.85
9453600	291.45
9457200	292.55
9460800	292.55
9464400	294.25
9468000	294.25
9471600	293.75
9475200	293.15
9478800	291.45
9482400	290.35
9486000	288.15
9489600	287.05
9493200	285.35
9496800	287.55
9500400	285.35
9504000	283.75
9507600	282.55
9511200	282.05
9514800	280.95
9518400	278.75
9522000	279.25
9525600	278.15
9529200	281.45
9532800	283.15
9536400	285.35
9540000	286.45
9543600	287.55
9547200	287.55
9550800	288.15
9554400	288.75
9558000	287.55
9561600	286.15
9565200	286.45
9568800	284.85
9572400	280.35
9576000	279.85
9579600	279.25
9583200	278.75
9586800	278.15
9590400	277.55
9594000	277.05
9597600	276.15
9601200	275.35
9604800	273.15
9608400	273.15
9612000	273.15
9615600	273.15
9619200	273.15
9622800	273.15
9626400	273.75
9630000	275.35
9633600	274.85
9637200	274.85
9640800	275.15
9644400	275.35
9648000	275.95
9651600	275.95
9655200	276.45
9658800	276.15
9662400	275.35
9666000	274.85
9669600	274.25
9673200	273.15
9676800	273.15
9680400	273.15
9684000	273.15
9687600	273.15
9691200	272.55
9694800	272.55
9698400	272.15
9702000	272.05
9705600	272.05
9709200	272.05
9712800	272.05
9716400	272.55
9720000	273.15
9723600	273.15
9727200	273.15
9730800	274.15
9734400	274.85
9738000	274.25
9741600	273.75
9745200	273.75
9748800	273.75
9752400	274.25
9756000	274.25
9759600	273.75
9763200	273.75
9766800	272.55
9770400	272.05
9774000	272.05
9777600	272.05
9781200	272.05
9784800	272.05
9788400	273.15
9792000	274.85
9795600	276.45
9799200	277.05
9802800	278.75
9806400	279.85
9810000	280.95
9813600	281.45
9817200	280.95
9820800	280.95
9824400	279.85
9828000	279.25
9831600	278.15
9835200	277.55
9838800	277.15
9842400	277.05
9846000	277.05
9849600	276.45
9853200	276.45
9856800	275.35
9860400	274.85
9864000	274.25
9867600	275.35
9871200	274.15
9874800	273.75
9878400	274.15
9882000	273.75
9885600	276.45
9889200	278.15
9892800	279.85
9896400	280.95
9900000	280.95
9903600	281.45
9907200	282.55
9910800	280.35
9914400	280.35
9918000	278.15
9921600	277.05
9925200	277.05
9928800	274.85
9932400	274.25
9936000	273.75
9939600	273.75
9943200	273.15
9946800	273.75
9950400	273.15
9954000	272.05
9957600	273.75
9961200	276.45
9964800	280.15
9968400	279.25
9972000	280.95
9975600	282.05
9979200	284.25
9982800	284.25
9986400	284.85
9990000	285.35
9993600	285.35
9997200	284.85
1.00E+07	284.25
1.00E+07	283.15
1.00E+07	280.35
1.00E+07	279.25
1.00E+07	278.15
1.00E+07	279.25
1.00E+07	279.25
1.00E+07	277.05
1.00E+07	277.55
1.00E+07	279.85
1.00E+07	279.25
1.00E+07	280.35
1.00E+07	282.05
1.00E+07	284.25
1.01E+07	284.85
1.01E+07	286.45
1.01E+07	288.75
1.01E+07	290.35
1.01E+07	290.35
1.01E+07	291.45
1.01E+07	292.55
1.01E+07	294.85
1.01E+07	292.05
1.01E+07	290.95
1.01E+07	289.25
1.01E+07	285.35
1.01E+07	284.85
1.01E+07	283.75
1.01E+07	282.55
1.01E+07	281.45
1.01E+07	280.95
1.01E+07	280.35
1.01E+07	280.35
1.01E+07	279.25
1.01E+07	279.85
1.01E+07	277.05
1.01E+07	278.15
1.01E+07	280.95
1.01E+07	282.55
1.01E+07	283.75
1.01E+07	284.85
1.01E+07	286.45
1.02E+07	287.55
1.02E+07	289.25
1.02E+07	288.75
1.02E+07	289.25
1.02E+07	288.75
1.02E+07	285.95
1.02E+07	283.15
1.02E+07	282.05
1.02E+07	282.05
1.02E+07	280.35
1.02E+07	281.45
1.02E+07	281.45
1.02E+07	281.45
1.02E+07	281.45
1.02E+07	281.45
1.02E+07	279.25
1.02E+07	279.25
1.02E+07	279.25
1.02E+07	278.75
1.02E+07	279.85
1.02E+07	281.45
1.02E+07	281.45
1.02E+07	282.05
1.02E+07	281.45
1.02E+07	282.55
1.02E+07	283.15
1.02E+07	283.75
1.02E+07	281.45
1.03E+07	282.05
1.03E+07	282.05
1.03E+07	280.95
1.03E+07	280.35
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	280.35
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	279.85
1.03E+07	279.25
1.03E+07	279.85
1.03E+07	279.25
1.03E+07	279.85
1.03E+07	280.15
1.03E+07	280.95
1.03E+07	280.95
1.03E+07	280.35
1.03E+07	280.15
1.03E+07	277.15
1.03E+07	278.15
1.03E+07	278.15
1.03E+07	278.75
1.04E+07	279.15
1.04E+07	278.15
1.04E+07	277.55
1.04E+07	276.95
1.04E+07	276.25
1.04E+07	275.65
1.04E+07	275.05
1.04E+07	274.45
1.04E+07	273.75
1.04E+07	273.15
1.04E+07	274.25
1.04E+07	274.25
1.04E+07	277.55
1.04E+07	279.25
1.04E+07	280.95
1.04E+07	283.15
1.04E+07	285.35
1.04E+07	287.55
1.04E+07	289.25
1.04E+07	292.05
1.04E+07	291.45
1.04E+07	292.55
1.04E+07	292.05
1.04E+07	291.45
1.04E+07	290.35
1.04E+07	287.55
1.04E+07	285.35
1.04E+07	283.75
1.05E+07	282.55
1.05E+07	280.95
1.05E+07	280.35
1.05E+07	279.85
1.05E+07	278.75
1.05E+07	277.05
1.05E+07	276.45
1.05E+07	276.45
1.05E+07	277.55
1.05E+07	278.75
1.05E+07	279.85
1.05E+07	281.45
1.05E+07	282.55
1.05E+07	284.25
1.05E+07	284.85
1.05E+07	285.95
1.05E+07	285.95
1.05E+07	285.95
1.05E+07	284.25
1.05E+07	283.75
1.05E+07	281.45
1.05E+07	279.85
1.05E+07	277.55
1.05E+07	278.15
1.05E+07	277.05
1.05E+07	276.45
1.05E+07	275.95
1.05E+07	275.35
1.06E+07	274.85
1.06E+07	273.75
1.06E+07	273.75
1.06E+07	273.75
1.06E+07	276.45
1.06E+07	278.15
1.06E+07	280.35
1.06E+07	283.75
1.06E+07	286.45
1.06E+07	287.05
1.06E+07	288.15
1.06E+07	289.25
1.06E+07	288.15
1.06E+07	288.75
1.06E+07	288.15
1.06E+07	286.45
1.06E+07	285.35
1.06E+07	283.15
1.06E+07	280.95
1.06E+07	279.25
1.06E+07	278.15
1.06E+07	278.15
1.06E+07	277.55
1.06E+07	278.15
1.06E+07	277.55
1.06E+07	277.55
1.06E+07	277.55
1.06E+07	277.55
1.07E+07	278.15
1.07E+07	278.15
1.07E+07	278.75
1.07E+07	280.35
1.07E+07	281.45
1.07E+07	280.95
1.07E+07	279.25
1.07E+07	278.15
1.07E+07	276.45
1.07E+07	277.55
1.07E+07	277.05
1.07E+07	277.05
1.07E+07	276.45
1.07E+07	275.95
1.07E+07	275.95
1.07E+07	275.35
1.07E+07	274.25
1.07E+07	274.25
1.07E+07	274.25
1.07E+07	274.85
1.07E+07	275.35
1.07E+07	275.35
1.07E+07	275.95
1.07E+07	275.95
1.07E+07	275.95
1.07E+07	277.55
1.07E+07	279.85
1.07E+07	280.95
1.08E+07	282.55
1.08E+07	284.25
1.08E+07	285.35
1.08E+07	287.05
1.08E+07	287.05
1.08E+07	287.55
1.08E+07	287.55
1.08E+07	286.45
1.08E+07	284.85
1.08E+07	282.55
1.08E+07	282.55
1.08E+07	281.45
1.08E+07	280.95
1.08E+07	280.35
1.08E+07	279.85
1.08E+07	279.25
1.08E+07	278.75
1.08E+07	278.75
1.08E+07	277.55
1.08E+07	277.55
1.08E+07	281.45
1.08E+07	284.85
1.08E+07	287.05
1.08E+07	289.25
1.08E+07	290.35
1.08E+07	291.45
1.08E+07	293.15
1.09E+07	293.15
1.09E+07	293.15
1.09E+07	292.55
1.09E+07	290.95
1.09E+07	289.85
1.09E+07	288.75
1.09E+07	288.15
1.09E+07	288.15
1.09E+07	285.95
1.09E+07	284.85
1.09E+07	283.75
1.09E+07	282.55
1.09E+07	281.45
1.09E+07	281.45
1.09E+07	280.35
1.09E+07	279.25
1.09E+07	281.45
1.09E+07	283.15
1.09E+07	284.25
1.09E+07	285.95
1.09E+07	287.55
1.09E+07	290.35
1.09E+07	290.95
1.09E+07	291.45
1.09E+07	292.05
1.09E+07	293.15
1.09E+07	293.15
1.09E+07	292.55
1.10E+07	292.05
1.10E+07	289.85
1.10E+07	287.55
1.10E+07	285.95
1.10E+07	284.85
1.10E+07	283.75
1.10E+07	282.55
1.10E+07	281.45
1.10E+07	280.95
1.10E+07	279.85
1.10E+07	279.85
1.10E+07	279.25
1.10E+07	282.05
1.10E+07	285.35
1.10E+07	289.25
1.10E+07	292.05
1.10E+07	294.85
1.10E+07	295.95
1.10E+07	297.55
1.10E+07	298.15
1.10E+07	298.75
1.10E+07	300.35
1.10E+07	299.25
1.10E+07	299.25
1.10E+07	298.15
1.10E+07	296.45
1.10E+07	294.25
1.10E+07	293.15
1.11E+07	292.55
1.11E+07	291.45
1.11E+07	289.85
1.11E+07	288.75
1.11E+07	288.75
1.11E+07	288.15
1.11E+07	287.05
1.11E+07	285.95
1.11E+07	288.15
1.11E+07	290.35
1.11E+07	293.15
1.11E+07	290.35
1.11E+07	292.55
1.11E+07	297.05
1.11E+07	297.55
1.11E+07	297.55
1.11E+07	298.15
1.11E+07	299.25
1.11E+07	300.95
1.11E+07	300.95
1.11E+07	299.25
1.11E+07	298.15
1.11E+07	296.45
1.11E+07	294.25
1.11E+07	293.15
1.11E+07	292.55
1.11E+07	291.45
1.11E+07	289.25
1.12E+07	289.25
1.12E+07	288.15
1.12E+07	287.05
1.12E+07	287.05
1.12E+07	288.15
1.12E+07	289.85
1.12E+07	294.25
1.12E+07	297.05
1.12E+07	299.25
1.12E+07	301.45
1.12E+07	301.45
1.12E+07	302.05
1.12E+07	302.05
1.12E+07	302.05
1.12E+07	303.15
1.12E+07	301.45
1.12E+07	299.85
1.12E+07	298.15
1.12E+07	295.95
1.12E+07	294.25
1.12E+07	293.15
1.12E+07	293.15
1.12E+07	292.55
1.12E+07	292.05
1.12E+07	290.95
1.12E+07	290.35
1.12E+07	289.25
1.13E+07	288.15
1.13E+07	288.75
1.13E+07	290.95
1.13E+07	293.75
1.13E+07	295.95
1.13E+07	298.15
1.13E+07	300.35
1.13E+07	301.45
1.13E+07	302.05
1.13E+07	301.45
1.13E+07	301.45
1.13E+07	300.95
1.13E+07	300.95
1.13E+07	300.35
1.13E+07	298.75
1.13E+07	297.05
1.13E+07	294.85
1.13E+07	292.55
1.13E+07	292.05
1.13E+07	289.85
1.13E+07	292.05
1.13E+07	290.35
1.13E+07	284.85
1.13E+07	283.15
1.13E+07	282.05
1.13E+07	284.25
1.13E+07	285.35
1.13E+07	287.05
1.14E+07	289.85
1.14E+07	291.45
1.14E+07	291.45
1.14E+07	292.55
1.14E+07	293.15
1.14E+07	293.75
1.14E+07	294.25
1.14E+07	294.25
1.14E+07	294.85
1.14E+07	293.15
1.14E+07	291.45
1.14E+07	287.55
1.14E+07	285.35
1.14E+07	283.75
1.14E+07	283.15
1.14E+07	282.05
1.14E+07	279.25
1.14E+07	278.75
1.14E+07	279.25
1.14E+07	279.25
1.14E+07	277.55
1.14E+07	281.45
1.14E+07	285.35
1.14E+07	288.75
1.14E+07	291.45
1.14E+07	294.25
1.14E+07	295.95
1.14E+07	298.15
1.15E+07	298.75
1.15E+07	300.35
1.15E+07	300.35
1.15E+07	297.55
1.15E+07	297.05
1.15E+07	294.85
1.15E+07	294.25
1.15E+07	293.15
1.15E+07	292.55
1.15E+07	290.95
1.15E+07	290.35
1.15E+07	289.85
1.15E+07	287.55
1.15E+07	285.35
1.15E+07	283.75
1.15E+07	281.45
1.15E+07	279.85
1.15E+07	286.45
1.15E+07	290.35
1.15E+07	292.05
1.15E+07	294.25
1.15E+07	297.55
1.15E+07	300.35
1.15E+07	301.45
1.15E+07	301.45
1.15E+07	300.35
1.15E+07	299.85
1.15E+07	300.35
1.16E+07	300.95
1.16E+07	299.25
1.16E+07	296.45
1.16E+07	294.25
1.16E+07	292.55
1.16E+07	290.35
1.16E+07	289.25
1.16E+07	290.95
1.16E+07	289.25
1.16E+07	289.25
1.16E+07	287.05
1.16E+07	285.95
1.16E+07	284.85
1.16E+07	287.05
1.16E+07	289.85
1.16E+07	291.45
1.16E+07	288.75
1.16E+07	288.75
1.16E+07	288.75
1.16E+07	288.15
1.16E+07	283.15
1.16E+07	281.45
1.16E+07	282.55
1.16E+07	285.95
1.16E+07	287.55
1.16E+07	288.15
1.16E+07	285.35
1.16E+07	283.75
1.17E+07	283.75
1.17E+07	284.25
1.17E+07	283.75
1.17E+07	283.15
1.17E+07	282.05
1.17E+07	282.05
1.17E+07	280.95
1.17E+07	281.45
1.17E+07	281.45
1.17E+07	280.95
1.17E+07	280.95
1.17E+07	280.35
1.17E+07	280.35
1.17E+07	280.95
1.17E+07	283.75
1.17E+07	284.85
1.17E+07	287.55
1.17E+07	288.15
1.17E+07	289.85
1.17E+07	289.85
1.17E+07	287.55
1.17E+07	285.95
1.17E+07	285.35
1.17E+07	284.25
1.17E+07	284.25
1.17E+07	282.55
1.17E+07	282.55
1.18E+07	282.55
1.18E+07	282.55
1.18E+07	282.55
1.18E+07	282.05
1.18E+07	280.95
1.18E+07	281.45
1.18E+07	282.05
1.18E+07	284.25
1.18E+07	285.95
1.18E+07	286.45
1.18E+07	287.55
1.18E+07	288.15
1.18E+07	290.35
1.18E+07	290.35
1.18E+07	292.05
1.18E+07	292.55
1.18E+07	292.55
1.18E+07	292.05
1.18E+07	290.35
1.18E+07	289.85
1.18E+07	289.85
1.18E+07	288.75
1.18E+07	287.55
1.18E+07	286.45
1.18E+07	286.45
1.18E+07	286.45
1.18E+07	286.45
1.18E+07	285.95
1.19E+07	285.95
1.19E+07	285.35
1.19E+07	285.95
1.19E+07	288.15
1.19E+07	289.25
1.19E+07	290.35
1.19E+07	292.55
1.19E+07	293.75
1.19E+07	295.95
1.19E+07	297.55
1.19E+07	298.15
1.19E+07	298.75
1.19E+07	298.75
1.19E+07	299.25
1.19E+07	299.25
1.19E+07	300.35
1.19E+07	289.85
1.19E+07	288.75
1.19E+07	287.55
1.19E+07	287.55
1.19E+07	287.55
1.19E+07	285.95
1.19E+07	289.25
1.19E+07	290.95
1.19E+07	290.35
1.19E+07	289.85
1.19E+07	289.85
1.19E+07	291.45
1.20E+07	293.75
1.20E+07	297.05
1.20E+07	299.25
